study_id,vocabulary_type_step1,vocabulary_type_step2,midpoint,slope,upper_limit,AIC_LL.3,AIC_Cubic,AIC_Quad,AIC_Lin,cumulative_exp_Eng,cumulative_exp_Fre,end_age,lang_status,dominant_lang,exposure_balance,exposure_percent,n_months,age,starting_age,eng_completed,fr_completed,num_datapts,vocabulary_score,num_missing_datapts,total,dominance,words_learned
S088,word,word,22.97381806547942,10.91315874621263,1152.4502935614069,100.15436229324872,112.76705459733375,131.30923572435188,129.49756618497617,63.154587348135735,36.845412651864265,31,bilingual,eng_dom,36.845412651864265,NA,15,30.329032258064515,16.29032258064516,TRUE,TRUE,12,1117,4,1344,NA,138.63080684596537
S088,concept,concept,22.37006602683624,10.555075368589389,683.5184994942879,96.01706649555048,107.32579635452142,119.1471235112018,119.26083028957092,63.154587348135735,36.845412651864265,31,bilingual,eng_dom,36.845412651864265,NA,15,30.329032258064515,16.29032258064516,TRUE,TRUE,12,668,4,733,NA,87.29885057471262
S096,French,single,24.5030222416354,8.918095547705036,760.6102168017168,113.18760894764756,110.66649760568409,132.61106848059896,133.0675476964944,15.5,84.5,22,bilingual,fr_dom,15.5,84.5,15,30.43010752688172,16.363440860215054,NA,TRUE,13,657,2,664,dominant,57.32075471698109
S100,English,single,24.84250354032576,8.789143144732183,710.5106356341408,109.9827308362742,110.02187872145066,116.03081524835312,120.104954717413,93,5.5,31,eng_mono,eng_dom,5.5,93,14,29.75698924731183,16.550537634408602,TRUE,NA,12,612,3,680,dominant,56.11275964391678
S100,word,word,24.84250354032576,8.789143144732183,710.5106356341408,109.9827308362742,110.02187872145066,116.03081524835312,120.104954717413,93,5.5,31,eng_mono,eng_dom,5.5,NA,14,29.75698924731183,16.550537634408602,TRUE,NA,12,612,3,680,NA,56.11275964391678
S100,concept,concept,24.84250354032576,8.789143144732183,710.5106356341408,109.9827308362742,110.02187872145066,116.03081524835312,120.104954717413,93,5.5,31,eng_mono,eng_dom,5.5,NA,14,29.75698924731183,16.550537634408602,TRUE,NA,12,612,3,680,NA,56.11275964391678
S103,French,single,27.72262836401728,9.3803468117176525,530.1147408548527,104.28030085445022,105.7390886016004,105.67967719005784,146.24341739952072,47.8,52.2,27,bilingual,fr_dom,47.8,52.2,14,29.363440860215057,16.098924731182795,TRUE,TRUE,14,336,1,664,dominant,66.89969604863215
S104,French,single,28.084855421102496,8.932142633447771,509.2217108130814,99.42759379682848,110.70460122378444,111.69430092678856,152.89847253141272,11,89,31,bilingual,fr_dom,11,89,15,30.198924731182796,16.327956989247312,FALSE,TRUE,15,337,0,664,dominant,40.81850533807814
S104,word,word,28.485865221964815,8.716708712660889,597.7820682373338,82.01024485902467,91.026409814573,89.04196437593669,125.44124749582214,11,89,31,bilingual,fr_dom,11,NA,14,29.26021505376344,16.327956989247312,TRUE,TRUE,15,330,3,1344,NA,39
S104,concept,concept,28.20735689367545,8.884945526929377,513.3070302541412,77.99437513876435,88.5312126940969,86.60782060994521,122.41530607055304,11,89,31,bilingual,fr_dom,11,NA,14,29.26021505376344,16.327956989247312,TRUE,TRUE,15,295,3,733,NA,34.5
S106,French,single,25.53300592899522,7.517835368140254,735.8871359263394,119.08605688906908,121.37287437934148,142.43940175655464,148.1518904656774,0,100,31,fr_mono,fr_dom,0,100,15,30.594623655913978,16.46559139784946,NA,TRUE,15,576,0,664,dominant,41.76646706586824
S106,word,word,25.53300592899522,7.517835368140254,735.8871359263394,119.08605688906908,121.37287437934148,142.43940175655464,148.1518904656774,0,100,31,fr_mono,fr_dom,0,NA,15,30.594623655913978,16.46559139784946,NA,TRUE,15,576,0,664,NA,41.76646706586824
S106,concept,concept,25.53300592899522,7.517835368140254,735.8871359263394,119.08605688906908,121.37287437934148,142.43940175655464,148.1518904656774,0,100,31,fr_mono,fr_dom,0,NA,15,30.594623655913978,16.46559139784946,NA,TRUE,15,576,0,664,NA,41.76646706586824
S107,French,single,22.527256445268335,10.424028182115,598.0462336012204,119.51581983435014,114.97648698681007,113.32331082577704,127.43990670161187,1.5,98.5,31,fr_mono,fr_dom,1.5,98.5,14,30.813978494623655,17.72795698924731,NA,TRUE,12,593,2,664,dominant,62.97602093837816
S107,word,word,22.527256445268335,10.424028182115,598.0462336012204,119.51581983435014,114.97648698681007,113.32331082577704,127.43990670161187,1.5,98.5,31,fr_mono,fr_dom,1.5,NA,14,30.813978494623655,17.72795698924731,NA,TRUE,12,593,2,664,NA,62.97602093837816
S107,concept,concept,22.527256445268335,10.424028182115,598.0462336012204,119.51581983435014,114.97648698681007,113.32331082577704,127.43990670161187,1.5,98.5,31,fr_mono,fr_dom,1.5,NA,14,30.813978494623655,17.72795698924731,NA,TRUE,12,593,2,664,NA,62.97602093837816
S108,English,single,25.451470266908768,10.179737692693324,572.5928311090917,119.16791865687016,116.53830681706008,133.0712915188849,138.56954927142678,59.61738407153254,40.38261592846746,31,bilingual,eng_dom,40.38261592846746,59.61738407153254,14,30.63010752688172,17.356989247311827,TRUE,TRUE,14,511,0,680,dominant,80.19161676646702
S108,French,single,29.332323895129804,10.084323672992712,229.8640336044164,78.28379635299538,86.33384591759523,84.70870534591964,114.73858570358264,59.61738407153254,40.38261592846746,31,bilingual,eng_dom,40.38261592846746,40.38261592846746,14,30.63010752688172,17.356989247311827,TRUE,TRUE,14,136,1,664,nondominant,21.78207739307538
S108,word,word,26.487810779915534,9.578534779542135,798.8724353749614,106.34385564985524,102.85799944636,123.18038185370388,138.21226439376915,59.61738407153254,40.38261592846746,31,bilingual,eng_dom,40.38261592846746,NA,14,30.63010752688172,17.356989247311827,TRUE,TRUE,14,647,1,1344,NA,57.554027504911446
S108,concept,concept,25.3108286316918,10.253457563882195,583.1161134596249,106.83886495179505,106.74414338999674,125.79473296538372,128.93215886758043,59.61738407153254,40.38261592846746,31,bilingual,eng_dom,40.38261592846746,NA,14,30.63010752688172,17.356989247311827,TRUE,TRUE,14,523,1,733,NA,28.42794759825329
S113,French,single,27.08381456890964,12.981462562340369,534.1152225637255,110.26004730286638,123.96257601137587,133.7646402358908,166.96688517387827,0,100,31,fr_mono,fr_dom,0,100,15,30.903225806451612,16.67956989247312,NA,TRUE,15,463,0,664,dominant,49.91237677984654
S113,word,word,27.08381456890964,12.981462562340369,534.1152225637255,110.26004730286638,123.96257601137587,133.7646402358908,166.96688517387827,0,100,31,fr_mono,fr_dom,0,NA,15,30.903225806451612,16.67956989247312,NA,TRUE,15,463,0,664,NA,49.91237677984654
S113,concept,concept,27.08381456890964,12.981462562340369,534.1152225637255,110.26004730286638,123.96257601137587,133.7646402358908,166.96688517387827,0,100,31,fr_mono,fr_dom,0,NA,15,30.903225806451612,16.67956989247312,NA,TRUE,15,463,0,664,NA,49.91237677984654
S115,French,single,23.390423924151648,12.460041738115116,473.5486799894299,118.4609345326128,128.54160203357668,155.2219030464604,153.27585416657638,0.6,99.4,28,fr_mono,fr_dom,0.6,99.4,15,30.419354838709676,16.163440860215054,NA,TRUE,15,467,0,664,dominant,36.038751345532795
S115,word,word,23.390423924151648,12.460041738115116,473.5486799894299,118.4609345326128,128.54160203357668,155.2219030464604,153.27585416657638,0.6,99.4,28,fr_mono,fr_dom,0.6,NA,15,30.419354838709676,16.163440860215054,NA,TRUE,15,467,0,664,NA,36.038751345532795
S115,concept,concept,23.390423924151648,12.460041738115116,473.5486799894299,118.4609345326128,128.54160203357668,155.2219030464604,153.27585416657638,0.6,99.4,28,fr_mono,fr_dom,0.6,NA,15,30.419354838709676,16.163440860215054,NA,TRUE,15,467,0,664,NA,36.038751345532795
S118,English,single,20.462367725302354,10.174842101307524,697.7978240491266,124.30099789992502,136.8504438120447,141.19392318573597,176.17362303894748,43.21513002364066,54.94089834515366,31,bilingual,fr_dom,43.21513002364066,43.21513002364066,15,30.806451612903224,16.744086021505375,TRUE,FALSE,15,675,0,680,nondominant,86.3913406960887
S118,French,single,21.803402142244916,9.073827528588383,504.502115411597,84.471468734162,82.99716598433994,85.2278417616931,94.62216506244988,43.21513002364066,54.94089834515366,31,bilingual,fr_dom,43.21513002364066,54.94089834515366,13,28.77741935483871,16.744086021505375,TRUE,TRUE,15,482,5,664,dominant,33.82822814893047
S118,word,word,21.029735465162723,9.371361786395637,1205.4502444500297,93.08475203225784,96.34733768730712,104.92407891871056,119.68939895608167,43.21513002364066,54.94089834515366,31,bilingual,fr_dom,43.21513002364066,NA,13,28.77741935483871,16.744086021505375,TRUE,TRUE,15,1155,5,1344,NA,86.35100343279619
