study_id,study_name,variable,first_entry,second_entry,discrepancy,response_id_first_entry,recorded_date_first_entry,response_id_second_entry,recorded_date_second_entry,info_to_keep,comment
S012,BNW,participation_date,10/15/2023,10/15/2021,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,10/15/2021,
S012,BNW,cgvr1_fre_var,Canadian,Canadian French,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,Canadian,
S012,BNW,cgvr1_l4_variety,Spanish,Second Level Spanish,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,Second language,
S012,BNW,other_cgvrs_1,Grandma,grandmother,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,grandmother,
S012,BNW,other_cgvrs_2,Nanny,nanny,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,nanny,
S012,BNW,sit1,At home with primary caregiver 1 & 2,At home with grandparents,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,At home with grandparents,
S012,BNW,sit1_hrs_l1_mon,1.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l1_tue,1.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l1_wed,1.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l1_thu,1.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l1_fri,1.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l2_mon,7.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l2_tue,7.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l2_wed,7.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l2_thu,7.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_hrs_l2_fri,7.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit1_end,12,8,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,8,
S012,BNW,sit1_length,12,8,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,8,
S012,BNW,sit2,At daycare part time,Childcare provider in the home,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,Childcare provider in the home,
S012,BNW,sit2_hrs_l1_fri,1.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit2_hrs_l2_fri,7.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit2_hrs_l3_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l3_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l3_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l3_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l3_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l3_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l3_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l4_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l4_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l4_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l4_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l4_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l4_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_hrs_l4_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit2_end,17,12,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,12,
S012,BNW,sit2_length,5,4,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4,
S012,BNW,sit3,At home with primary caregiver 1 & 2,"Other (At home with primary caregiver 1 and 2, grandmother, and nanny)",CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,"Other (At home with primary caregiver 1 and 2, grandmother, and nanny)",
S012,BNW,sit3_hrs_l1_mon,5.5,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit3_hrs_l1_tue,5.5,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit3_hrs_l1_wed,5.5,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit3_hrs_l1_thu,5.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l1_fri,5.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l1_sat,5.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l1_sun,5.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l2_mon,3.5,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit3_hrs_l2_tue,3.5,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit3_hrs_l2_wed,3.5,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit3_hrs_l2_thu,3.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l2_fri,3.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l2_sat,3.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l2_sun,3.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit3_hrs_l3_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l3_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l3_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l3_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l3_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l3_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l3_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l4_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l4_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l4_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l4_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l4_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l4_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_hrs_l4_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit3_end,24,16,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,16,
S012,BNW,sit3_length,7,4,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4,
S012,BNW,sit4,At daycare full time,At daycare part time,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,At daycare part time,
S012,BNW,sit4_hrs_l1_mon,3,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit4_hrs_l1_tue,3,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit4_hrs_l1_wed,3,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit4_hrs_l1_thu,3,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit4_hrs_l1_fri,3,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit4_hrs_l1_sat,5.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit4_hrs_l1_sun,5.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit4_hrs_l2_mon,6,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit4_hrs_l2_tue,6,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit4_hrs_l2_wed,6,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit4_hrs_l2_thu,6,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit4_hrs_l2_fri,6,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit4_hrs_l2_sat,3.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit4_hrs_l2_sun,3.5,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit4_hrs_l3_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l3_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l3_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l3_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l3_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l3_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l3_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l4_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l4_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l4_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l4_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l4_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l4_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_hrs_l4_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit4_end,54,17,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,17,
S012,BNW,sit4_length,30,1,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1,
S012,BNW,sit5,NA,At home with grandparents,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,At home with grandparents,
S012,BNW,sit5_hrs_l1_mon,NA,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit5_hrs_l1_tue,NA,1.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1.5,
S012,BNW,sit5_hrs_l1_wed,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l1_thu,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l1_fri,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l1_sat,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l1_sun,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l2_mon,NA,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit5_hrs_l2_tue,NA,7.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,7.5,
S012,BNW,sit5_hrs_l2_wed,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l2_thu,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l2_fri,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l2_sat,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l2_sun,NA,4.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,4.5,
S012,BNW,sit5_hrs_l3_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l3_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l3_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l3_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l3_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l3_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l3_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l4_mon,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l4_tue,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l4_wed,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l4_thu,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l4_fri,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l4_sat,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_hrs_l4_sun,NA,0,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,0,
S012,BNW,sit5_end,NA,18,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,18,
S012,BNW,sit5_length,0,1,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,1,
S012,BNW,sit6,NA,"Other (At home with caregiver 1 and 2, grandmother, and nanny)",CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,"Other (At home with primary caregiver 1 and 2, grandmother, and nanny)",
S012,BNW,sit6_hrs_l1_mon,NA,2.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,2.5,
S012,BNW,sit6_hrs_l1_tue,NA,2.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,2.5,
S012,BNW,sit6_hrs_l1_wed,NA,5.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,5.5,
S012,BNW,sit6_hrs_l1_thu,NA,5.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,5.5,
S012,BNW,sit6_hrs_l1_fri,NA,5.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,5.5,
S012,BNW,sit6_hrs_l1_sat,NA,5.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,5.5,
S012,BNW,sit6_hrs_l1_sun,NA,5.5,CHECK,R_vDmc47AYKV47xaF,2023-03-20T13:26:09Z,R_Q06p5hWOj4o1u5r,2023-03-30T12:13:28Z,5.5,
